Name,TotalDecRate,ApproDate,TotalReqRate
div5803002,0.0,20131228,0.0
div5803003,0.0009339,20100909,0.0009339
div5803004,0.0009339,20100909,0.0009339
div5803005,0.0009339,20110721,0.0009339
div5803006,0.0009339,20110726,0.0009339
div5803007,0.0009339,20110721,0.0009339
div5803008,0.0009339,20110721,0.0009339
div5803009,0.0009339,20110721,0.0009339
div5803010,0.0009339,20110726,0.0009339
div5803015,0.00189044,20110805,0.00189044
div5803022,0.0,20090515,0.0
div5803023,0.0,20090515,0.0
div5803024,0.0,20131230,0.0
div5803028,0.0283,20070630,0.0283
div5803029,0.007075,20100831,0.007075
div5803500,32.1002041845,19531020,32.1002041845
div5803502,0.736955684396,18991031,0.736955684396
div5803503,0.365253340055,19070719,0.365253340055
div5803504,0.493662717419,19110617,0.493662717419
div5803505,1.24442954374,19060709,1.24442954374
div5803506,3.51699016889,19260830,3.51699016889
div5803508,16.7706927149,19420215,16.7706927149
div5803510,0.108862616587,19060606,0.108862616587
div5803511,16.4877640534,19021007,16.4877640534
div5803513,4.03861759516,18920717,4.03861759516
div5803515,0.0336717922864,19110630,0.0336717922864
div5803516,0.0931681371313,19110630,0.0931681371313
div5803517,0.0935961683892,19110630,0.0935961683892
div5803518,0.442298966473,19590530,0.442298966473
div5803519,1.96038316108,18921115,1.96038316108
div5803520,0.293914797076,19021115,0.293914797076
div5803522,5.64430552054,19130424,5.64430552054
div5803524,0.442298966473,19131122,0.442298966473
div5803525,2.72798588354,19031228,2.72798588354
div5803526,0.251111671288,18890618,0.251111671288
div5803528,0.297481724225,19500905,0.297481724225
div5803530,0.406629694984,19220612,0.406629694984
div5803531,0.221149483237,19070731,0.221149483237
div5803532,1.74636753214,19390701,1.74636753214
div5803533,0.510355936476,18921024,0.510355936476
div5803539,15.7759480716,19040102,15.7759480716
div5803540,91.1991933451,19350109,91.1991933451
div5803541,0.0654887824553,19030512,0.0654887824553
div5803542,0.392932694732,19030512,0.392932694732
div5803544,2.13016889337,18890618,2.13016889337
div5803547,6.11485455004,19110414,6.11485455004
div5803548,0.0372387194353,19100901,0.0372387194353
div5803549,0.00356692714898,19010531,0.00356692714898
div5803551,0.156944794555,19440216,0.156944794555
div5803560,0.171212503151,19851019,0.171212503151
div5803564,0.71923519032,19060806,0.71923519032
div5803569,0.456566675069,19810415,0.456566675069
div5803570,0.00156944794555,19481231,0.00156944794555
div5803572,0.00713385429796,19870921,0.00713385429796
div5803573,0.171212503151,19800816,0.171212503151
div5803584,0.0,20101015,0.0
div5803588,0.0713385429796,19870715,0.0713385429796
div5803590,0.0499369800857,19890929,0.0499369800857
div5803594,0.0142677085959,19810923,0.0142677085959
div5803596,0.185908243005,19710601,0.185908243005
div5803598,0.0428031257877,19890901,0.0428031257877
div5803599,0.0259672296446,19880719,0.0259672296446
div5803602,0.062777917822,19730801,0.062777917822
div5803609,0.142677085959,19910410,0.142677085959
div5803626,0.0214015628939,19450802,0.0214015628939
div5803630,0.998739601714,19700102,0.998739601714
div5803631,168.358961432,19720720,168.358961432
div5803632,0.776020670532,18900422,0.776020670532
div5803634,0.0,19951115,0.0
div5803635,0.142677085959,19360715,0.142677085959
div5803636,0.0,19951115,0.0
div5803637,0.117851273002,19950801,0.117851273002
div5803644,0.00542172926645,19920601,0.00542172926645
div5803662,0.0356692714898,19961101,0.0356692714898
div5803676,0.0,19970610,0.0
div5803677,0.0,19970610,0.0
div5803678,0.428031257877,19780501,0.428031257877
div5803679,1.7406604487,19971103,1.7406604487
div5803680,0.0713385429796,19971103,0.0713385429796
div5803685,0.00499369800857,19910215,0.00499369800857
div5803687,0.00856062515755,19910215,0.00856062515755
div5803688,0.0,19980828,0.0
div5803691,0.0,20000901,0.0
div5803695,0.0713385429796,19750601,0.0713385429796
div5803696,0.0142677085959,19990601,0.0142677085959
div5803697,0.00713385429796,19810701,0.00713385429796
div5803698,0.00356692714898,19750601,0.00356692714898
div5803699,0.114141668767,19990806,0.114141668767
div5803700,0.000520771363751,19991019,0.000520771363751
div5803709,0.0,18900520,0.0
div5803710,0.0,18900520,0.0
div5803712,0.0,18900520,0.0
div5803714,0.0,19580602,0.0
div5803715,0.0,20011025,0.0
div5803718,0.0,20000708,0.0
div5803720,0.0,20000708,0.0
div5803721,0.0,20000708,0.0
div5803722,0.0,20020531,0.0
div5803723,0.0,20021202,0.0
div5803724,0.462523443408,20001001,0.462523443408
div5803729,0.0856062515755,19461231,0.0856062515755
div5803732,0.0479395008823,20000309,0.0479395008823
div5803733,0.0786150743635,20010115,0.0786150743635
div5803735,0.0428031257877,20031117,0.0428031257877
div5803736,0.000570708343837,19950701,0.000570708343837
div5803737,0.000428031257877,19950701,0.000428031257877
div5803738,0.00499369800857,20000404,0.00499369800857
div5803739,0.0442298966473,20011215,0.0442298966473
div5803740,0.0296768338795,20011215,0.0296768338795
div5803752,0.413763549282,19980401,0.413763549282
div5803753,0.00176919586589,19720801,0.00176919586589
div5803755,0.0,19440216,0.0
div5803765,0.0499369800857,20041117,0.0499369800857
div5803766,0.00283,19841031,0.00283
div5803767,0.827384421477,19040919,0.827384421477
div5803787,376.153869423,19540608,376.153869423
div5803788,0.0214015628939,19660801,0.0214015628939
div5803800,0.00356692714898,19690510,0.00356692714898
div5803801,0.00399495840686,19180610,0.00399495840686
div5803802,0.00370960423494,19690510,0.00370960423494
div5803804,0.00242551046131,19180610,0.00242551046131
div5803805,0.00470834383665,19180610,0.00470834383665
div5803806,0.00242551046131,19180610,0.00242551046131
div5803807,0.00784723972775,19180610,0.00784723972775
div5803808,0.000998739601714,19180610,0.000998739601714
div5803809,0.0031388958911,19180610,0.0031388958911
div5803810,0.021116208722,19180610,0.021116208722
div5803811,0.0346705318881,19720601,0.0346705318881
div5803812,0.0062777917822,19550801,0.0062777917822
div5803813,0.021116208722,19580801,0.021116208722
div5803818,0.0052362490547,19470701,0.0052362490547
div5803821,0.00356692714898,19220601,0.00356692714898
div5803826,0.62777917822,19721014,0.62777917822
div5803834,0.0192614066045,20010901,0.0192614066045
div5803839,0.0,20051209,0.0
div5803849,0.0,19590629,0.0
div5803857,0.599243761028,20021101,0.599243761028
div5803858,0.0570708343837,20021101,0.0570708343837
div5803859,0.713385429796,20021101,0.713385429796
div5803864,0.0,19960730,0.0
div5803865,0.0,20000704,0.0
div5803868,0.0,19910723,0.0
div5803870,0.0712208343837,20091214,0.0712208343837
div5803871,0.0,20040910,0.0
div5803872,0.156944794555,20030201,0.156944794555
div5803873,0.0556440635241,20030201,0.0556440635241
div5803874,0.0156944794555,20030201,0.0156944794555
div5803875,0.00142677085959,20030201,0.00142677085959
div5803876,0.00570708343837,20030201,0.00570708343837
div5803877,0.0727653138392,20030201,0.0727653138392
div5803884,0.142677085959,20020131,0.142677085959
div5803897,0.0,19940701,0.0
div5803899,0.00142677085959,19930912,0.00142677085959
div5803901,0.103155533148,20060728,0.103155533148
div5803902,0.0,20060728,0.0
div5803903,0.0,20060728,0.0
div5803906,0.0,20051230,0.0
div5803907,0.0,20051230,0.0
div5803908,0.0,20051230,0.0
div5803910,0.0,20081001,0.0
div5803913,0.0,19590629,0.0
div5803914,0.0,19941031,0.0
div5803917,0.0,20080815,0.0
div5803918,0.00570708343837,20060919,0.00570708343837
div5803919,0.00856062515755,20060919,0.00856062515755
div5803929,0.0,20091104,0.0
div5803930,0.0,20091104,0.0
div5803931,0.0,20091104,0.0
div5803936,0.0773309805899,19160501,0.0773309805899
div5803937,0.00841794807159,19440216,0.00841794807159
div5803939,0.770456264179,19940916,0.770456264179
div5803940,0.117137887572,19470930,0.117137887572
div5803941,0.104582304008,19090911,0.104582304008
div5803942,0.0,20071004,0.0
div5803943,0.118707335518,19690801,0.118707335518
div5803944,0.0,20071004,0.0
div5803958,0.0428031257877,19671231,0.0428031257877
div5803959,0.0,20091230,0.0
div5803962,0.0223354628939,19910307,0.0223354628939
div5803971,0.0,20070425,0.0
div5803981,0.0232563650113,19940915,0.0232563650113
div5803983,0.0156944794555,20080531,0.0156944794555
div5803987,0.00285354171918,20121101,0.00285354171918
div5803988,0.128409377363,19950401,0.128409377363
div5803990,0.0,20110601,0.0
div5803991,0.0,20090515,0.0
div5803992,0.0,20090515,0.0
div5803993,0.0,20090430,0.0
div5803994,0.0,20090430,0.0
div5803995,0.0,20090430,0.0
div5803996,0.0,20090430,0.0
div5803998,0.142677085959,20070626,0.142677085959
div5804000,0.00356692714898,20070630,0.00356692714898
div5804001,0.0192614066045,20130314,0.0192614066045
div5804002,0.0,20130314,0.0
div5804213,268.805056718,18881022,268.805056718
div5804220,0.0,19580602,0.0
div5804222,0.0,19640804,0.0
div5804229,0.0,19720721,0.0
div5804233,0.256818754726,19720510,0.256818754726
div5804240,113.726478447,19630226,113.726478447
div5804341,0.0285354171918,19540815,0.0285354171918
div5804346,0.00356692714898,19500915,0.00356692714898
div5804354,0.00856062515755,19490601,0.00856062515755
div5804355,0.0570708343837,19290701,0.0570708343837
div5804361,0.114141668767,19550725,0.114141668767
div5804362,0.442298966473,19470828,0.442298966473
div5804376,0.713385429796,19770630,0.713385429796
div5804414,0.00856062515755,19790801,0.00856062515755
div5804437,0.021116208722,19320101,0.021116208722
div5804442,0.0,18900520,0.0
div5804446,0.00656314595412,19800612,0.00656314595412
div5804448,0.0584976052433,19500501,0.0584976052433
div5804449,0.0142677085959,19560725,0.0142677085959
div5804453,0.0285354171918,19830913,0.0285354171918
div5804630,0.1415,18930723,0.1415
div5804684,1.2169,19110524,1.2169
div5804685,0.872489,19030923,0.872489
div5805000,0.0006226,19120612,0.0006226
div5805006,0.0047261,19710717,0.0047261
div5805010,0.00756742,19660620,0.00756742
div5805011,0.010188,18980612,0.010188
div5805012,0.0071316,19640710,0.0071316
div5805013,0.00163857,19120502,0.00163857
div5805014,0.00157348,19540710,0.00157348
div5805015,0.00094522,19590909,0.00094522
div5805016,0.00189044,19350701,0.00189044
div5805017,0.00100748,19350701,0.00100748
div5805027,0.0010188,19460701,0.0010188
div5805033,0.0,19610515,0.0
div5805037,0.0009339,19790701,0.0009339
div5805041,0.00012735,19811026,0.00012735
div5805043,0.000283,19870604,0.000283
div5805044,0.0009339,19840927,0.0009339
div5805045,0.0006226,19820624,0.0006226
div5805046,0.0,19030731,0.0
div5805051,0.0,19740219,0.0
div5805053,0.0007075,18880906,0.0007075
div5805055,0.0566,19901226,0.0566
div5805059,0.064807,19771201,0.064807
div5805060,0.0009339,19900501,0.0009339
div5805065,0.0097069,19821011,0.0097069
div5805066,0.076127,18890809,0.076127
div5805075,0.000285354171918,19940907,0.000285354171918
div5805076,0.28452555762,19990511,0.28452555762
div5805077,0.0283,18890628,0.0283
div5805082,0.0044148,19970624,0.0044148
div5805083,0.0,19671006,0.0
div5805084,0.00056883,19720521,0.00056883
div5805085,0.0008773,19980828,0.0008773
div5805086,0.0034809,19980828,0.0034809
div5805087,0.0,19980828,0.0
div5805088,0.0,19980828,0.0
div5805089,0.0,19980828,0.0
div5805090,0.0013867,19970725,0.0013867
div5805091,0.0004528,19991011,0.0004528
div5805092,0.02207117,20000824,0.02207117
div5805093,0.00081787,20000330,0.00081787
div5805094,0.01415,19940615,0.01415
div5805095,0.0009339,19810320,0.0009339
div5805097,0.0006226,19400101,0.0006226
div5805098,0.0009339,19840808,0.0009339
div5805099,0.0,18980612,0.0
div5805100,0.0,18980612,0.0
div5805108,0.0,20021230,0.0
div5805111,0.0,20000106,0.0
div5805112,0.0,20000106,0.0
div5805113,0.0,20000106,0.0
div5805114,0.0,20000106,0.0
div5805115,0.0,20000106,0.0
div5805116,0.0,20000106,0.0
div5805117,0.0,20000106,0.0
div5805118,0.0,20000106,0.0
div5805119,0.0,20000106,0.0
div5805120,0.0,20000106,0.0
div5805121,0.0,20000106,0.0
div5805122,0.0,20000106,0.0
div5805123,0.0,20000106,0.0
div5805124,0.0,20000106,0.0
div5805125,0.0,20000106,0.0
div5805126,0.0,20000106,0.0
div5805127,0.0,20000106,0.0
div5805128,0.0,20031126,0.0
div5805132,0.00044148,20040415,0.00044148
div5805144,0.0,19970624,0.0
div5805145,0.0,19970624,0.0
div5805146,0.0,19970624,0.0
div5805147,0.0,19970624,0.0
div5805148,0.0,19970624,0.0
div5805149,0.0,20050812,0.0
div5805150,0.0,20050812,0.0
div5805151,0.0142677085959,20050801,0.0142677085959
div5805152,0.0570708343837,20050801,0.0570708343837
div5805153,0.0031413,20050801,0.0031413
div5805154,0.0020659,20060728,0.0020659
div5805155,0.0,20050812,0.0
div5805156,0.0,20050812,0.0
div5805157,0.0,20060728,0.0
div5805158,0.0,20060728,0.0
div5805174,0.0,19890831,0.0
div5805175,0.0145818385959,19500101,0.0145818385959
div5805186,0.0457993445929,19990908,0.0457993445929
div5805187,0.00794711368793,20070601,0.00794711368793
div5805189,0.00192614066045,20070601,0.00192614066045
div5805191,0.471833123267,20070601,0.471833123267
div5805192,0.0,20051102,0.0
div5805193,0.0,20060202,0.0
div5805195,0.0,19980828,0.0
div5806008,0.0009339,19521231,0.0009339
div5806009,0.0009339,19401231,0.0009339
div5806010,0.0009339,19501231,0.0009339
div5806011,0.0009339,19471231,0.0009339
div5806012,0.0009339,19760421,0.0009339
div5806014,0.0001981,19700828,0.0001981
div5806019,0.0009339,19720228,0.0009339
div5806033,0.0002547,19721103,0.0002547
div5806034,0.0009339,19571009,0.0009339
div5806036,0.0009339,19691114,0.0009339
div5806042,0.0009339,19551001,0.0009339
div5806046,0.0,19740219,0.0
div5806047,0.0,19740219,0.0
div5806048,0.0,19740219,0.0
div5806051,0.0,19740219,0.0
div5806052,0.0,19740219,0.0
div5806053,0.0,19740219,0.0
div5806054,0.0,19740219,0.0
div5806056,0.0,19740219,0.0
div5806057,0.0,19740219,0.0
div5806060,0.0009339,19760920,0.0009339
div5806065,0.0,19710620,0.0
div5806066,0.0,19710620,0.0
div5806073,0.0009339,19760208,0.0009339
div5806077,0.088296,19671006,0.088296
div5806078,0.0009339,19480901,0.0009339
div5806082,0.0063109,19721102,0.0063109
div5806087,0.0,18860515,0.0
div5806088,0.00173196,18860515,0.00173196
div5806090,0.0006226,19580130,0.0006226
div5806092,0.0009339,19770720,0.0009339
div5806099,0.0003679,19790630,0.0003679
div5806105,0.0009339,19481231,0.0009339
div5806112,0.0015848,19391001,0.0015848
div5806113,0.001132,19391001,0.001132
div5806114,0.0018961,19391001,0.0018961
div5806115,0.0,19391001,0.0
div5806116,0.0018961,19391001,0.0018961
div5806123,0.0009339,19320101,0.0009339
div5806130,0.0009339,19810602,0.0009339
div5806131,0.0018678,19730622,0.0018678
div5806136,0.0018961,19720731,0.0018961
div5806137,0.0018961,19780731,0.0018961
div5806138,0.0018961,19570731,0.0018961
div5806139,0.0006226,19840522,0.0006226
div5807001,0.0006226,19120612,0.0006226
div5807020,0.00283,18891019,0.00283
div5807024,0.018961,18910601,0.018961
