Name,SubRegion,UseRegion,Region,MinRelease,MaxRelease,MinVolume,MaxVolume,BaseVolume,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Dist58,True,False,Div6,0.123371354167,14.8348166667,576161.051601,1564826.30615,1202378.2191,1.14193075336,1.18427826056,1.24313022237,1.29637697785,1.33201313752,1.0,0.937568506871,0.85618409883,0.859912150071,0.976203514188,1.0797919769,1.11182529244
Div6,False,False,Div6,0.123371354167,14.8348166667,576161.051601,1564826.30615,1202378.2191,1.14193075336,1.18427826056,1.24313022237,1.29637697785,1.33201313752,1.0,0.937568506871,0.85618409883,0.859912150071,0.976203514188,1.0797919769,1.11182529244
