Name,Reach,Region,SubRegion,UseRegion,MinRelease,MaxRelease,MinVolume,MaxVolume,BaseVolume,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
res5803513,14050001002569,Div6,Dist58,False,110970.0,3489390.0,0.0,3489390.0,2844095.82353,0.439672705543,0.695518014859,0.951363324175,1.14816740826,1.2268890419,1.0,0.727662736564,0.10607508281,0.164199372657,0.2106836091,0.164146987819,0.242868621454
res5803518,14050001002564,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,10610727.109,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803519,14050001002488,Div6,Dist58,False,49320.0,986400.0,0.0,1694142.0,606481.875,0.731859875628,0.796244956966,0.872429061255,0.969080897925,1.49157136806,1.0,0.69123252859,0.203303684879,0.515036001694,0.53228601132,0.603811944091,0.670605107812
res5803521,14050001002419,Div6,Dist58,False,24660.0,9950310.0,14056200.0,72352440.0,69446243.5875,0.988594221853,0.988375128361,0.988667371382,1.00556251566,1.00199948334,1.0,1.00121938075,1.00385300052,0.978330561744,0.908939898231,0.92912722556,0.98599386263
res5803522,14050001002507,Div6,Dist58,False,0.0,4882680.0,0.0,5301900.0,3784214.0,0.783795525306,0.729853015712,0.641316868636,0.73150251611,0.809083339367,1.0,1.0388349866,1.03853145281,0.730852219246,0.761845177757,0.67283324886,0.711932517558
res5803525,14050001002567,Div6,Dist58,False,369900.0,2357496.0,0.0,2357496.0,1403494.13793,0.351298396919,0.602147287017,0.852996177116,1.04595686181,1.12314113568,1.0,0.280451145341,0.0,0.0730149113063,0.16503029385,0.081153438352,0.158337712228
res5803532,14050001002591,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,6616483.13707,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803539,14050001002556,Div6,Dist58,False,73980.0,6769170.0,567180.0,12613590.0,8967249.375,0.334125870119,0.880002291673,0.972585866109,1.0002387159,0.834441362214,1.0,0.67415800562,0.521714289665,0.58601594916,0.471661712157,0.440485147097,0.697814317225
res5803540,14050001002596,Div6,Dist58,False,172620.0,42045300.0,2478330.0,73166220.0,49000105.0001,0.810758670823,0.369144311017,0.859826933024,0.690590356898,0.74274251045,1.0,0.737219185551,0.585508457224,0.536658605119,0.62475970769,0.612080019012,1.07623055093
res5803545,14050001002589,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,32704295.884,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803547,14050001002549,Div6,Dist58,False,616500.0,5289570.0,0.0,5289570.0,3775974.42857,0.665320220423,1.00130250218,1.28280117067,1.40084899939,1.36331631127,1.0,0.80447145335,0.328007650324,0.404907403088,0.283066051991,0.265773723205,0.383821551929
res5803564,14050001002538,Div6,Dist58,False,246600.0,616500.0,0.0,621432.0,457237.5,0.278782936097,0.353320471562,0.44299148034,0.539325842697,0.900674157303,1.0,0.606741573034,0.406292134831,0.292134831461,0.458426966292,0.208988764045,0.22784899368
res5803631,14050001008072,Div6,Dist58,False,123300.0,44018100.0,32995080.0,115815690.0,101802234.0,0.641240317934,0.67187595524,0.694351844269,0.841226793012,0.96756885512,1.0,0.938351352879,0.915150094471,0.907027673258,0.85802590637,0.787386381394,0.654755176029
res5803770,14050001002535,Div6,Dist58,False,160290.0,678150.0,246600.0,986400.0,859737.272728,0.938224945676,0.994543415906,1.04172916123,1.06151673186,0.988265971317,1.0,0.7452505122,1.006301608,1.00391134289,0.917574967405,0.871251629726,0.891039200348
res5803787,14050001002411,Div6,Dist58,False,0.0,49036410.0,155370330.0,330444000.0,305788857.273,0.927181340595,0.933319448738,0.9080362098,1.01580594682,0.986535308492,1.0,0.989327264007,0.95618812198,0.869611992967,0.917748265376,0.914031107484,0.918516726885
res5804213,14050001021460,Div6,Dist58,False,0.0,66125790.0,261642600.0,460106280.0,403036434.643,0.885957486655,0.849569394188,0.81312195111,0.840580789788,0.97302821418,1.0,0.984526833681,0.99126314922,0.963491789176,0.93813458495,0.933261950209,0.915628074983
