Name,Reach,Region,SubRegion,UseRegion,MinRelease,MaxRelease,MinVolume,MaxVolume,BaseVolume,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
res5803564,14050001002538,Div6,Dist58,False,0.285416666667,0.713541666667,0.0,62143.2,46190.0769231,0.2978933212,0.365105357765,0.446257292254,0.533880903491,0.89158110883,1.0,0.600616016427,0.40219028063,0.289185489391,0.458509481821,0.235161826538,0.252089403732
res5803631,14050001008072,Div6,Dist58,False,0.142708333333,50.946875,3299508.0,11581569.0,10180223.4,0.641240317934,0.67187595524,0.697233627811,0.841226793012,0.96756885512,1.0,0.938351352879,0.915150094471,0.907027673258,0.852147446138,0.783031597743,0.654755176029
res5803770,14050001002535,Div6,Dist58,False,0.185520833333,0.784895833333,24660.0,98640.0,86412.75,0.937983760829,0.991933382406,1.0371344167,1.05608968915,0.983245054589,1.0,0.741464243248,1.00118906064,0.998810939358,0.918412146712,0.873827454089,0.892782726535
res5803787,14050001002411,Div6,Dist58,False,0.0,56.7551041667,15537033.0,33044400.0,30578885.7273,0.927181340595,0.933319448738,0.9080362098,1.01580594682,0.986535308492,1.0,0.989327264007,0.95618812198,0.869611992967,0.917748265376,0.914031107484,0.918516726885
res5804213,14050001021460,Div6,Dist58,False,0.0,76.5344791667,26164260.0,46010628.0,40303643.4643,0.885957486655,0.856152199505,0.81861382769,0.848676666774,0.97302821418,1.0,0.984526833681,0.99126314922,0.963491789176,0.940811596328,0.937797607624,0.915628074983
res5804240,14050001011085,Div6,Dist58,False,0.114166666667,94.8582291667,1803879.0,12186972.0,10205643.75,0.803096904103,0.860448024163,0.916727913416,0.998781776995,0.999049584697,1.0,0.790619457811,0.581632459781,0.539735029632,0.614232608035,0.620087660675,0.730410269318
res5803754,14050001002568,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,827591.18344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803786,14050001002588,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,318786.265642,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803856,14050001002559,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,1133728.42587,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804359,14050001002453,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,436861.926382,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804360,14050001002422,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,1628328.92068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804364,14050001002450,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,1614288.74193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804374,14050001002442,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,374227.355319,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804375,14050001002455,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,765999.73648,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804377,14050001002428,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,1348342.68584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803783,14050001002601,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,516354.746787,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803776,14050001002593,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,318786.265642,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804356,14050001002500,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,526690.35193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804379,14050001002439,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,449690.578725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
