,dec_af,dec_cfs,div,lat,long,source,status,strname,strtype,wd,wdid
167,,2.0,6,40.800185,-106.990813,Floyd Creek,A,CHRIS FETCHER DITCH,1,58,5800587
168,,2.0,6,40.800185,-106.990813,Floyd Creek,A,CHRIS FETCHER DITCH,1,58,5800587
169,,10.4,6,40.714818,-106.918491,Elk River,A,CLARK & BURKE DITCH,1,58,5800588
170,,10.4,6,40.714818,-106.918491,Elk River,A,CLARK & BURKE DITCH,1,58,5800588
171,,10.4,6,40.714818,-106.918491,Elk River,A,CLARK & BURKE DITCH,1,58,5800588
172,,10.4,6,40.714818,-106.918491,Elk River,A,CLARK & BURKE DITCH,1,58,5800588
173,,8.0,6,40.055672,-107.036311,Coal Creek,A,COAL CREEK DITCH,1,58,5800589
174,,6.5,6,40.643468,-107.03209,Day Creek,A,COLEMAN DITCH,1,58,5800590
175,,9.32,6,40.180038,-107.017194,Middle Hunt Creek,A,COLLINS DITCH,1,58,5800591
176,,9.32,6,40.180038,-107.017194,Middle Hunt Creek,A,COLLINS DITCH,1,58,5800591
177,,9.32,6,40.180038,-107.017194,Middle Hunt Creek,A,COLLINS DITCH,1,58,5800591
178,,9.32,6,40.180038,-107.017194,Middle Hunt Creek,A,COLLINS DITCH,1,58,5800591
179,,9.32,6,40.180038,-107.017194,Middle Hunt Creek,A,COLLINS DITCH,1,58,5800591
180,,2.0,6,40.176065,-106.994375,South Hunt Creek,A,COLLINS SEEP WASTE DITCH,1,58,5800592
181,,2.0,6,40.176065,-106.994375,South Hunt Creek,A,COLLINS SEEP WASTE DITCH,1,58,5800592
182,,2.0,6,40.176065,-106.994375,South Hunt Creek,A,COLLINS SEEP WASTE DITCH,1,58,5800592
183,,2.0,6,40.176065,-106.994375,South Hunt Creek,A,COLLINS SEEP WASTE DITCH,1,58,5800592
184,,2.0,6,40.176065,-106.994375,South Hunt Creek,A,COLLINS SEEP WASTE DITCH,1,58,5800592
185,,3.8,6,40.353095,-106.92281,Oak Creek,A,COOK BROTHERS DITCH,1,58,5800593
186,,,6,40.489988,-106.863318,Bruce Creek,N,COTTONWOOD DITCH,1,58,5800594
187,,3.4,6,40.760018,-106.839529,Coulton Creek,A,COULTON CREEK DITCH,1,58,5800595
188,,3.4,6,40.760018,-106.839529,Coulton Creek,A,COULTON CREEK DITCH,1,58,5800595
189,,3.5,6,40.129015,-106.916925,Bear River,A,COX DITCH,1,58,5800596
190,,,6,40.500157,-106.830156,Soda Creek,H,CRAWFORD DITCH,1,58,5800597
191,,1.66,6,40.093464,-106.837007,Beaver Creek,A,CROWNER RES DIST D,1,58,5800598
192,,8.0,6,40.567268,-106.888932,Elk River,A,CULLEN DITCH 2,1,58,5800599
193,,,6,40.560745,-106.874869,Hot Spring Creek,H,CULLEN DITCH,1,58,5800600
194,,0.83,6,40.123179,-106.896577,Phillips Creek,A,DAISY DITCH,1,58,5800602
195,,0.83,6,40.123179,-106.896577,Phillips Creek,A,DAISY DITCH,1,58,5800602
196,,2.0,6,40.109351,-106.923846,Yampa River,A,DAVIS SEEPAGE D,1,58,5800603
197,,6.0,6,40.640049,-107.027788,Day Creek,A,DAY DITCH,1,58,5800604
198,,,6,40.523422,-106.996775,Fawn Creek,H,DECORA DITCH,1,58,5800605
199,,0.166,6,40.478913,-106.796406,Little Fish Creek,A,DELONGE D,1,58,5800606
200,,4.0,6,40.500694,-106.753725,North Fork Fish Creek,A,DELONGE KELLY D,1,58,5800607
201,,4.0,6,40.500694,-106.753725,North Fork Fish Creek,A,DELONGE KELLY D,1,58,5800607
202,,4.0,6,40.500694,-106.753725,North Fork Fish Creek,A,DELONGE KELLY D,1,58,5800607
203,,4.0,6,40.500694,-106.753725,North Fork Fish Creek,A,DELONGE KELLY D,1,58,5800607
204,,0.33,6,40.311842,-106.940268,Deadman's Creek,A,DEAD MANS CR D,1,58,5800608
205,,1.66,6,40.343949,-106.899004,Deer Creek,A,DEER CREEK DITCH,1,58,5800609
206,,,6,40.264571,-106.840135,Little Morrison Creek,H,DEERING DITCH,1,58,5800610
207,,0.2,6,40.065554,-106.856846,Five Pine Mesa Creek,A,DESERT DITCH,1,58,5800611
208,,8.5,6,40.436297,-106.826136,Yampa River,A,DEVER DITCH,1,58,5800612
209,,8.5,6,40.436297,-106.826136,Yampa River,A,DEVER DITCH,1,58,5800612
210,,8.5,6,40.436297,-106.826136,Yampa River,A,DEVER DITCH,1,58,5800612
211,,8.5,6,40.436297,-106.826136,Yampa River,A,DEVER DITCH,1,58,5800612
212,,8.5,6,40.436297,-106.826136,Yampa River,A,DEVER DITCH,1,58,5800612
213,,8.5,6,40.436297,-106.826136,Yampa River,A,DEVER DITCH,1,58,5800612
214,,8.5,6,40.436297,-106.826136,Yampa River,A,DEVER DITCH,1,58,5800612
215,,8.5,6,40.436297,-106.826136,Yampa River,A,DEVER DITCH,1,58,5800612
216,,8.5,6,40.436297,-106.826136,Yampa River,A,DEVER DITCH,1,58,5800612
217,,4.0,6,40.856198,-106.747788,North Fork Elk Creek,A,DIAMOND PARK DITCH,1,58,5800613
218,,0.0,6,40.270986,-106.947426,Oak Creek,A,CHOKE CHERRY DIVER 2,1,58,5800614
219,,2.946,6,40.205197,-106.883728,Mill Creek,A,DORA IRR D,1,58,5800615
220,,2.946,6,40.205197,-106.883728,Mill Creek,A,DORA IRR D,1,58,5800615
221,,,6,40.643639,-107.021842,Smith Creek,H,DRAKE DITCH,1,58,5800616
222,,3.0,6,40.632935,-107.013739,Smith Creek,A,DUCEY DITCH,1,58,5800617
223,,3.0,6,40.632935,-107.013739,Smith Creek,A,DUCEY DITCH,1,58,5800617
224,,3.0,6,40.632935,-107.013739,Smith Creek,A,DUCEY DITCH,1,58,5800617
225,,15.0,6,40.502734,-106.902591,Yampa River,A,DUQUETTE DITCH,1,58,5800618
226,,2.58,6,40.644211,-107.037446,Coleman Creek,A,E COLEMAN DITCH,1,58,5800619
227,,1.0,6,40.207622,-106.926811,Lawson Creek,A,EAST SIDE WASTE D,1,58,5800620
228,,2.0,6,40.105029,-106.953313,Bear River,A,EDMISSON DITCH,1,58,5800621
229,,17.02,6,40.179993,-106.913779,Yampa River,A,EGERIA DITCH,1,58,5800622
230,,17.02,6,40.179993,-106.913779,Yampa River,A,EGERIA DITCH,1,58,5800622
231,,17.02,6,40.179993,-106.913779,Yampa River,A,EGERIA DITCH,1,58,5800622
232,,14.57,6,40.711873,-106.922253,Elk River,A,EKHART DITCH,1,58,5800623
233,,14.57,6,40.711873,-106.922253,Elk River,A,EKHART DITCH,1,58,5800623
234,,14.57,6,40.711873,-106.922253,Elk River,A,EKHART DITCH,1,58,5800623
235,,1.5,6,40.116607,-106.943025,Moore Park Creek,A,EKSTROM SEEP WASTE D,1,58,5800624
236,,1.5,6,40.116607,-106.943025,Moore Park Creek,A,EKSTROM SEEP WASTE D,1,58,5800624
237,,6.0,6,40.107097,-106.971076,Moore Park Creek,A,ELGIN CREEK DITCH,1,58,5800625
238,,6.0,6,40.107097,-106.971076,Moore Park Creek,A,ELGIN CREEK DITCH,1,58,5800625
239,,21.24,6,40.544311,-106.914855,Elk River,A,ELK VALLEY DITCH CO. D.,1,58,5800626
240,,21.24,6,40.544311,-106.914855,Elk River,A,ELK VALLEY DITCH CO. D.,1,58,5800626
241,,21.24,6,40.544311,-106.914855,Elk River,A,ELK VALLEY DITCH CO. D.,1,58,5800626
242,,21.24,6,40.544311,-106.914855,Elk River,A,ELK VALLEY DITCH CO. D.,1,58,5800626
243,,21.24,6,40.544311,-106.914855,Elk River,A,ELK VALLEY DITCH CO. D.,1,58,5800626
244,,29.0,6,40.409168,-106.795433,Walton Creek,A,ENTERPRISE DITCH,1,58,5800627
245,,29.0,6,40.409168,-106.795433,Walton Creek,A,ENTERPRISE DITCH,1,58,5800627
246,,29.0,6,40.409168,-106.795433,Walton Creek,A,ENTERPRISE DITCH,1,58,5800627
247,,29.0,6,40.409168,-106.795433,Walton Creek,A,ENTERPRISE DITCH,1,58,5800627
248,,29.0,6,40.409168,-106.795433,Walton Creek,A,ENTERPRISE DITCH,1,58,5800627
249,,29.0,6,40.409168,-106.795433,Walton Creek,A,ENTERPRISE DITCH,1,58,5800627
250,,12.5,6,40.428401,-106.808699,Walton Creek,A,EXCELSIOR DITCH,1,58,5800628
251,,12.5,6,40.428401,-106.808699,Walton Creek,A,EXCELSIOR DITCH,1,58,5800628
252,,12.5,6,40.428401,-106.808699,Walton Creek,A,EXCELSIOR DITCH,1,58,5800628
253,,12.5,6,40.428401,-106.808699,Walton Creek,A,EXCELSIOR DITCH,1,58,5800628
254,,12.5,6,40.428401,-106.808699,Walton Creek,A,EXCELSIOR DITCH,1,58,5800628
255,,0.9755,6,40.454213,-106.806196,Burgess Creek,A,EXCELSIOR DITCH 1,1,58,5800629
256,,4.0,6,40.08102,-106.9851,Bear River,A,F D HUTCHINSON IRR DITCH,1,58,5800630
257,,4.0,6,40.08102,-106.9851,Bear River,A,F D HUTCHINSON IRR DITCH,1,58,5800630
258,,2.66,6,40.226131,-106.802954,Bushy Creek,A,FAHEY COLE D,1,58,5800631
259,,2.66,6,40.226131,-106.802954,Bushy Creek,A,FAHEY COLE D,1,58,5800631
260,,2.66,6,40.226131,-106.802954,Bushy Creek,A,FAHEY COLE D,1,58,5800631
261,,2.66,6,40.226131,-106.802954,Bushy Creek,A,FAHEY COLE D,1,58,5800631
262,,2.66,6,40.226131,-106.802954,Bushy Creek,A,FAHEY COLE D,1,58,5800631
263,,0.067,6,40.521463,-106.971822,Farnsworth Creek,U,FARNSWORTH DITCH,1,58,5800632
264,,15.82,6,40.483499,-106.981528,Elk River,A,FELIX BORGHI DITCH,1,58,5800633
265,,15.82,6,40.483499,-106.981528,Elk River,A,FELIX BORGHI DITCH,1,58,5800633
266,,15.82,6,40.483499,-106.981528,Elk River,A,FELIX BORGHI DITCH,1,58,5800633
267,,15.82,6,40.483499,-106.981528,Elk River,A,FELIX BORGHI DITCH,1,58,5800633
268,,15.82,6,40.483499,-106.981528,Elk River,A,FELIX BORGHI DITCH,1,58,5800633
269,,15.82,6,40.483499,-106.981528,Elk River,A,FELIX BORGHI DITCH,1,58,5800633
270,,15.0,6,40.11976,-106.975502,Watson Creek,A,FERGUSON DITCH,1,58,5800634
271,,1.25,6,40.122107,-106.897134,Phillips Creek,A,FINGER ROCK DITCH,1,58,5800636
272,,1.25,6,40.122107,-106.897134,Phillips Creek,A,FINGER ROCK DITCH,1,58,5800636
273,,1.25,6,40.122107,-106.897134,Phillips Creek,A,FINGER ROCK DITCH,1,58,5800636
274,,5.5,6,40.667733,-106.858521,Big Creek,A,FIRST CHANCE DITCH,1,58,5800640
275,,2.66,6,40.391379,-106.80157,McKinnis Creek,A,FIRST DITCH,1,58,5800641
276,,2.66,6,40.391379,-106.80157,McKinnis Creek,A,FIRST DITCH,1,58,5800641
277,,2.66,6,40.391379,-106.80157,McKinnis Creek,A,FIRST DITCH,1,58,5800641
278,,2.66,6,40.391379,-106.80157,McKinnis Creek,A,FIRST DITCH,1,58,5800641
279,,18.04,6,40.118543,-106.935546,Bear River,A,FIX DITCH,1,58,5800643
280,,18.04,6,40.118543,-106.935546,Bear River,A,FIX DITCH,1,58,5800643
281,,18.04,6,40.118543,-106.935546,Bear River,A,FIX DITCH,1,58,5800643
282,,18.04,6,40.118543,-106.935546,Bear River,A,FIX DITCH,1,58,5800643
283,,,6,40.796298,-106.975916,Floyd Creek,H,FLOYD CREEK DITCH,1,58,5800645
284,,2.0,6,40.82259,-106.975463,Willow Creek,A,FOLDEN DITCH,1,58,5800646
285,,1.66,6,40.629129,-106.982766,Deep Creek,A,FOLLETT DITCH,1,58,5800647
286,,1.66,6,40.629129,-106.982766,Deep Creek,A,FOLLETT DITCH,1,58,5800647
287,,1.66,6,40.672362,-106.922963,Franz Creek,A,FRANZ DESERT DITCH NO 1,1,58,5800648
288,,1.66,6,40.672362,-106.922963,Franz Creek,A,FRANZ DESERT DITCH NO 1,1,58,5800648
289,,23.8,6,40.696269,-106.932113,Elk River,A,FRANZ DITCH,1,58,5800649
290,,23.8,6,40.696269,-106.932113,Elk River,A,FRANZ DITCH,1,58,5800649
291,,23.8,6,40.696269,-106.932113,Elk River,A,FRANZ DITCH,1,58,5800649
292,,23.8,6,40.696269,-106.932113,Elk River,A,FRANZ DITCH,1,58,5800649
293,,23.8,6,40.696269,-106.932113,Elk River,A,FRANZ DITCH,1,58,5800649
294,,23.8,6,40.696269,-106.932113,Elk River,A,FRANZ DITCH,1,58,5800649
295,,,6,40.27709,-106.896143,Jack Creek,H,FRENCH DITCH,1,58,5800650
296,,0.0,6,40.772997,-106.994124,Red Creek,A,FRYE SYST D 2,1,58,5800651
297,,0.0,6,40.764282,-106.997477,Red Creek,H,FRYE SYST D 3,1,58,5800652
298,,7.5,6,40.757326,-107.006946,Red Creek,A,FRYE SYST D 1,1,58,5800653
299,,1.66,6,40.18104,-107.00051,Middle Hunt Creek,A,FUNK DITCH,1,58,5800654
300,,1.66,6,40.18104,-107.00051,Middle Hunt Creek,A,FUNK DITCH,1,58,5800654
301,,1.66,6,40.18104,-107.00051,Middle Hunt Creek,A,FUNK DITCH,1,58,5800654
302,,1.66,6,40.18104,-107.00051,Middle Hunt Creek,A,FUNK DITCH,1,58,5800654
303,,1.66,6,40.18104,-107.00051,Middle Hunt Creek,A,FUNK DITCH,1,58,5800654
304,,1.66,6,40.409842,-106.780378,Walton Creek,A,G PHILLIPS D NO 1,1,58,5800655
305,,1.66,6,40.409842,-106.780378,Walton Creek,A,G PHILLIPS D NO 1,1,58,5800655
306,,4.5,6,40.642124,-107.063186,Renfro Creek,A,GATES SAVAGE DITCH,1,58,5800657
307,,2.66,6,40.632501,-107.045095,Renfro Creek,A,GATES WILLIAMS DITCH 2,1,58,5800658
308,,1.25,6,40.634087,-107.046586,Renfro Creek,A,GATES WILLIAMS DITCH,1,58,5800659
309,,0.6,6,40.106299,-106.904672,Brinker Creek,A,GIBBS DITCH,1,58,5800660
310,,1.0,6,40.103946,-106.881037,Chimney Creek,A,GIBBS PHILLIPS DITCH,1,58,5800661
311,,1.0,6,40.103946,-106.881037,Chimney Creek,A,GIBBS PHILLIPS DITCH,1,58,5800661
312,,19.99,6,40.637303,-106.94978,Elk River,A,GRAHAM & BENNETT D,1,58,5800662
313,,19.99,6,40.637303,-106.94978,Elk River,A,GRAHAM & BENNETT D,1,58,5800662
314,,19.99,6,40.637303,-106.94978,Elk River,A,GRAHAM & BENNETT D,1,58,5800662
315,,19.99,6,40.637303,-106.94978,Elk River,A,GRAHAM & BENNETT D,1,58,5800662
316,,19.99,6,40.637303,-106.94978,Elk River,A,GRAHAM & BENNETT D,1,58,5800662
317,,7.8,6,40.719559,-106.984891,Sand Creek,A,GREER DITCH,1,58,5800663
318,,5.0,6,40.34144,-106.873904,Grouse Creek,A,GROUSE CREEK DITCH,1,58,5800664
319,,5.0,6,40.34144,-106.873904,Grouse Creek,A,GROUSE CREEK DITCH,1,58,5800664
320,,5.0,6,40.34144,-106.873904,Grouse Creek,A,GROUSE CREEK DITCH,1,58,5800664
321,,5.0,6,40.34144,-106.873904,Grouse Creek,A,GROUSE CREEK DITCH,1,58,5800664
322,,5.0,6,40.34144,-106.873904,Grouse Creek,A,GROUSE CREEK DITCH,1,58,5800664
323,,5.0,6,40.34144,-106.873904,Grouse Creek,A,GROUSE CREEK DITCH,1,58,5800664
324,,5.0,6,40.34144,-106.873904,Grouse Creek,A,GROUSE CREEK DITCH,1,58,5800664
325,,5.0,6,40.34144,-106.873904,Grouse Creek,A,GROUSE CREEK DITCH,1,58,5800664
326,,5.0,6,40.185005,-107.043733,North Hunt Creek,A,GUIDO DITCH,1,58,5800665
327,,0.66,6,40.542688,-106.812834,Gunn Creek,A,GUNN DITCH,1,58,5800668
328,,0.66,6,40.542688,-106.812834,Gunn Creek,A,GUNN DITCH,1,58,5800668
329,,0.66,6,40.542688,-106.812834,Gunn Creek,A,GUNN DITCH,1,58,5800668
330,,0.66,6,40.542688,-106.812834,Gunn Creek,A,GUNN DITCH,1,58,5800668
331,,0.66,6,40.542688,-106.812834,Gunn Creek,A,GUNN DITCH,1,58,5800668
332,,3.0,6,40.690452,-107.033186,Smith Creek,A,GUTHRIE DITCH,1,58,5800669
333,,0.926,6,40.561571,-106.881401,Hot Spring Creek,A,H E TURNER DITCH,1,58,5800670
334,,2.0,6,40.633292,-107.023741,Day Creek,A,H P WILLIAMS D 1,1,58,5800671
335,,,6,40.630017,-107.021975,Renfro Creek,H,H P WILLIAMS D 2,1,58,5800672
336,,2.7,6,40.349126,-106.784938,Harrison Creek,A,REHDER HARRISON CR D,1,58,5800673
337,,2.7,6,40.349126,-106.784938,Harrison Creek,A,REHDER HARRISON CR D,1,58,5800673
338,,,6,40.339304,-106.876164,Yampa River,U,HANEY DITCH,1,58,5800674
339,,1.3,6,40.48401,-106.787221,Little Fish Creek,A,HANGS DITCH,1,58,5800675
340,,1.3,6,40.48401,-106.787221,Little Fish Creek,A,HANGS DITCH,1,58,5800675
341,,2.0,6,40.165413,-106.926497,Watson Creek,A,HARDSCRABBLE DITCH,1,58,5800676
342,,1.0,6,40.597645,-106.943664,Salt Creek,A,HARMS DITCH,1,58,5800677
343,,5.02,6,40.62389,-107.078336,Miller Creek,A,HARRIS MILLER DITCH,1,58,5800678
344,,5.02,6,40.62389,-107.078336,Miller Creek,A,HARRIS MILLER DITCH,1,58,5800678
345,,5.02,6,40.62389,-107.078336,Miller Creek,A,HARRIS MILLER DITCH,1,58,5800678
346,,1.5,6,40.362573,-106.833507,Grouse Creek,A,HARVEY DITCH,1,58,5800679
347,,3.75,6,40.609656,-107.084939,Chimney Creek,A,HAYDEN TRAIL DITCH,1,58,5800680
348,,,6,40.338235,-106.834978,Dry Creek,N,HELM DITCH,1,58,5800682
349,,,6,40.536521,-106.856283,Slate Creek,N,HELVEY DITCH,1,58,5800683
350,,8.5,6,40.129137,-106.915497,Bear River,A,HERNAGE & KOLBE DITCH,1,58,5800684
351,,8.5,6,40.129137,-106.915497,Bear River,A,HERNAGE & KOLBE DITCH,1,58,5800684
352,,8.5,6,40.129137,-106.915497,Bear River,A,HERNAGE & KOLBE DITCH,1,58,5800684
353,,8.5,6,40.129137,-106.915497,Bear River,A,HERNAGE & KOLBE DITCH,1,58,5800684
354,,7.0,6,40.199311,-107.007145,North Hunt Creek,A,HIGH MESA IRR D,1,58,5800685
355,,2.33,6,40.670204,-106.852178,Roaring Fork Creek,A,HIGHLAND DITCH,1,58,5800686
356,,13.16,6,40.418313,-106.770795,Beaver Creek,A,HIGHLINE BEAVER DITCH,1,58,5800687
357,,13.16,6,40.418313,-106.770795,Beaver Creek,A,HIGHLINE BEAVER DITCH,1,58,5800687
358,,5.75,6,40.620773,-107.053189,Miller Creek,A,HIGHLINE DITCH,1,58,5800688
359,,5.75,6,40.620773,-107.053189,Miller Creek,A,HIGHLINE DITCH,1,58,5800688
360,,4.52,6,40.121998,-106.983711,Watson Creek,A,HILL DITCH,1,58,5800689
361,,,6,40.383248,-106.793272,McKinnis Creek,H,HILLSIDE DITCH,1,58,5800690
362,,1.5,6,40.173824,-106.909307,Yampa River,A,HOAG LAUGHLIN DITCH,1,58,5800691
363,,3.0,6,40.12283,-106.991398,Watson Creek,A,HOMER BUTTRICKS D,1,58,5800692
364,,0.6,6,40.502227,-106.823993,Butcherknife Creek,A,HOMER SEEPAGE D,1,58,5800693
365,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
366,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
367,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
368,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
369,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
370,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
371,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
372,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
373,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
374,,25.92,6,40.726924,-106.884133,Elk River,A,HOOVER JACQUES DITCH,1,58,5800694
375,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
376,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
377,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
378,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
379,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
380,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
381,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
382,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
383,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
384,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
385,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
386,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
387,,11.83,6,40.561536,-106.853513,Hot Spring Creek,A,HOT SPGS CR HIGHLINE D,1,58,5800695
388,,1.66,6,40.252109,-106.856728,Middle Creek,A,HOWE DITCH,1,58,5800696
389,,1.66,6,40.252109,-106.856728,Middle Creek,A,HOWE DITCH,1,58,5800696
390,,6.684,6,40.469282,-106.810905,Fish Creek,A,HOYLE & KNIGHT D,1,58,5800697
391,,6.684,6,40.469282,-106.810905,Fish Creek,A,HOYLE & KNIGHT D,1,58,5800697
392,,6.684,6,40.469282,-106.810905,Fish Creek,A,HOYLE & KNIGHT D,1,58,5800697
393,,2.5,6,40.120891,-106.900374,Phillips Creek,A,INDEPENDENT HIGHLINE D,1,58,5800698
394,,2.5,6,40.120891,-106.900374,Phillips Creek,A,INDEPENDENT HIGHLINE D,1,58,5800698
395,,2.5,6,40.120891,-106.900374,Phillips Creek,A,INDEPENDENT HIGHLINE D,1,58,5800698
396,,1.0,6,40.146684,-106.90526,Bear River,A,IRA J VAN CAMP D,1,58,5800699
397,,,6,40.490182,-106.842769,Yampa River,H,ISLAND DITCH,1,58,5800700
398,,,6,40.364025,-106.799581,J.C. Creek,H,J C DITCH,1,58,5800701
399,,0.5,6,40.3572,-106.89191,Oak Creek,A,J HART DITCH,1,58,5800702
400,,0.66,6,40.178621,-106.738074,Emma Creek,A,J L SMITHS EMMA SMITH CR,1,58,5800703
401,,0.66,6,40.178621,-106.738074,Emma Creek,A,J L SMITHS EMMA SMITH CR,1,58,5800703
402,,1.0,6,40.271352,-106.893349,Jack Creek,A,JACK CREEK DITCH,1,58,5800704
403,,1.0,6,40.271352,-106.893349,Jack Creek,A,JACK CREEK DITCH,1,58,5800704
404,,0.2,6,40.541191,-106.880004,McFadden Creek,A,JAMES HANGS DITCH,1,58,5800705
405,,4.0,6,40.71819,-106.908571,Elk River,A,JAMES WHEELER DITCH,1,58,5800706
406,,,6,40.57279,-106.955986,Salt Creek,H,JOHN A DRAPER DITCH,1,58,5800707
407,,3.3,6,40.116328,-106.908355,Yampa River,A,JOHN BIRD SEEP WASTE D 1,1,58,5800708
408,,4.3,6,40.115557,-106.910868,Yampa River,A,JOHN BIRD SEEP WASTE D 2,1,58,5800709
409,,3.31,6,40.091069,-106.933208,Brinker Creek,A,JUST DITCH,1,58,5800710
410,,1.0,6,40.50637,-106.824648,Butcherknife Creek,A,KANOUSE SEEPAGE D HG 1,1,58,5800711
411,,,6,40.204266,-106.792,Morrison Creek,H,KEES DITCH,1,58,5800713
412,,25.39,6,40.652046,-106.945703,Elk River,A,KELLER DITCH,1,58,5800714
413,,25.39,6,40.652046,-106.945703,Elk River,A,KELLER DITCH,1,58,5800714
414,,25.39,6,40.652046,-106.945703,Elk River,A,KELLER DITCH,1,58,5800714
415,,25.39,6,40.652046,-106.945703,Elk River,A,KELLER DITCH,1,58,5800714
416,,25.39,6,40.652046,-106.945703,Elk River,A,KELLER DITCH,1,58,5800714
417,,25.39,6,40.652046,-106.945703,Elk River,A,KELLER DITCH,1,58,5800714
418,,25.39,6,40.652046,-106.945703,Elk River,A,KELLER DITCH,1,58,5800714
419,,0.5,6,40.33988,-106.886717,Grouse Creek,A,KERN FEEDER D,1,58,5800715
420,,6.0,6,40.491021,-106.831383,Soda Creek,A,KERNAGHAN D CO D,1,58,5800716
421,,6.0,6,40.491021,-106.831383,Soda Creek,A,KERNAGHAN D CO D,1,58,5800716
422,,7.9,6,40.727751,-106.883091,Elk River,A,KINNEY DITCH,1,58,5800717
423,,7.9,6,40.727751,-106.883091,Elk River,A,KINNEY DITCH,1,58,5800717
424,,7.9,6,40.727751,-106.883091,Elk River,A,KINNEY DITCH,1,58,5800717
425,,0.33,6,40.542764,-106.831434,Kirkbride Creek,A,KIRKBRIDE CR DITCH,1,58,5800718
426,,0.33,6,40.542764,-106.831434,Kirkbride Creek,A,KIRKBRIDE CR DITCH,1,58,5800718
427,,0.33,6,40.542764,-106.831434,Kirkbride Creek,A,KIRKBRIDE CR DITCH,1,58,5800718
428,,0.5,6,40.539454,-106.830541,Kirkbride Creek,A,KIRKBRIDE LATERAL D,1,58,5800719
429,,0.5,6,40.539454,-106.830541,Kirkbride Creek,A,KIRKBRIDE LATERAL D,1,58,5800719
430,,0.5,6,40.539454,-106.830541,Kirkbride Creek,A,KIRKBRIDE LATERAL D,1,58,5800719
431,,0.5,6,40.539454,-106.830541,Kirkbride Creek,A,KIRKBRIDE LATERAL D,1,58,5800719
432,,,6,40.517364,-106.856026,Woodchuck Creek,H,L A MARBLE DITCH,1,58,5800720
433,,6.32,6,40.188195,-106.892161,Lawson Creek,A,L L WILSON D,1,58,5800721
434,,6.83,6,40.160817,-106.991016,South Hunt Creek,A,LAFON DITCH,1,58,5800722
435,,6.83,6,40.160817,-106.991016,South Hunt Creek,A,LAFON DITCH,1,58,5800722
436,,4.0,6,40.094023,-106.965913,Bear River,A,LANCASTER DITCH,1,58,5800723
437,,4.0,6,40.094023,-106.965913,Bear River,A,LANCASTER DITCH,1,58,5800723
438,,,6,40.445124,-106.83023,Barton Creek,H,LARAMORE DITCH 1,1,58,5800724
439,,,6,40.445124,-106.83023,Barton Creek,H,LARAMORE DITCH 1,1,58,5800724
440,,5.0,6,40.144108,-106.954925,Watson Creek,A,LARAMORE DITCH,1,58,5800725
441,,0.03,6,40.44517,-106.830739,Barton Creek,U,LARAMORE DITCH 2,1,58,5800726
442,,6.2,6,40.512677,-106.954013,Elk River,A,LARSEN DITCH,1,58,5800728
443,,6.2,6,40.512677,-106.954013,Elk River,A,LARSEN DITCH,1,58,5800728
444,,6.2,6,40.512677,-106.954013,Elk River,A,LARSEN DITCH,1,58,5800728
445,,,6,40.483095,-106.89386,Milk Creek,N,LAST CHANCE DITCH,1,58,5800729
446,,,6,40.483095,-106.89386,Milk Creek,N,LAST CHANCE DITCH,1,58,5800729
447,,,6,40.483095,-106.89386,Milk Creek,N,LAST CHANCE DITCH,1,58,5800729
