,dec_af,dec_cfs,div,lat,long,source,status,strname,strtype,wd,wdid
448,,11.84,6,40.159615,-106.992249,South Hunt Creek,A,LATERAL A DITCH,1,58,5800730
449,,11.84,6,40.159615,-106.992249,South Hunt Creek,A,LATERAL A DITCH,1,58,5800730
450,,11.84,6,40.159615,-106.992249,South Hunt Creek,A,LATERAL A DITCH,1,58,5800730
451,,7.14,6,40.182011,-106.881372,South Fork Lawson Creek,A,LAUGHLIN DITCH,1,58,5800731
452,,4.8,6,40.186573,-106.905906,Lawson Creek,A,LAWSON CR DITCH,1,58,5800732
453,,,6,40.621858,-107.0146,Deep Creek,N,LEE DITCH,1,58,5800733
454,,4.0,6,40.599518,-107.04078,Chimney Creek,A,LEE RES SUPPLY W D,1,58,5800734
455,,14.33,6,40.066575,-107.004708,Bear River,A,LEIGHTON DITCH,1,58,5800735
456,,14.33,6,40.066575,-107.004708,Bear River,A,LEIGHTON DITCH,1,58,5800735
457,,1.33,6,40.646061,-106.989228,Long Gulch,A,LESTER DITCH 1,1,58,5800737
458,,1.33,6,40.646061,-106.989228,Long Gulch,A,LESTER DITCH 1,1,58,5800737
459,,10.33,6,40.091437,-106.968618,Bear River,A,LINDSEY DITCH,1,58,5800738
460,,10.33,6,40.091437,-106.968618,Bear River,A,LINDSEY DITCH,1,58,5800738
461,,10.33,6,40.091437,-106.968618,Bear River,A,LINDSEY DITCH,1,58,5800738
462,,10.33,6,40.091437,-106.968618,Bear River,A,LINDSEY DITCH,1,58,5800738
463,,10.33,6,40.091437,-106.968618,Bear River,A,LINDSEY DITCH,1,58,5800738
464,,,6,40.282949,-106.845798,Little Morrison Creek,H,LITTLE CHIEF D,1,58,5800739
465,,4.52,6,40.136218,-106.889192,Phillips Creek,A,LITTLE MOUNTAIN D,1,58,5800741
466,,4.52,6,40.136218,-106.889192,Phillips Creek,A,LITTLE MOUNTAIN D,1,58,5800741
467,,1.0,6,40.505873,-106.822463,Butcherknife Creek,A,LOFTIN DITCH,1,58,5800742
468,,12.9,6,40.596738,-106.917627,Yampa River,A,LOOK SEEPAGE D 1,1,58,5800743
469,,0.0,6,40.596276,-106.915605,Yampa River,A,LOOK SEEPAGE D 2,1,58,5800744
470,,0.0,6,40.595194,-106.917287,Yampa River,A,LOOK SEEPAGE D 3,1,58,5800745
471,,13.6,6,40.593636,-106.937214,Salt Creek,A,LOOK WASTE WATER D 1,1,58,5800746
472,,13.6,6,40.593636,-106.937214,Salt Creek,A,LOOK WASTE WATER D 1,1,58,5800746
473,,13.6,6,40.593636,-106.937214,Salt Creek,A,LOOK WASTE WATER D 1,1,58,5800746
474,,13.6,6,40.593636,-106.937214,Salt Creek,A,LOOK WASTE WATER D 1,1,58,5800746
475,,13.6,6,40.593636,-106.937214,Salt Creek,A,LOOK WASTE WATER D 1,1,58,5800746
476,,0.0,6,40.592998,-106.929077,Salt Creek,A,LOOK WASTE WATER D 2,1,58,5800747
477,,1.66,6,40.219873,-106.944104,Hunt Creek,A,LOWER HUNT CREEK DITCH,1,58,5800748
478,,1.66,6,40.219873,-106.944104,Hunt Creek,A,LOWER HUNT CREEK DITCH,1,58,5800748
479,,11.0,6,40.334755,-106.812305,Yampa River,A,LOWER PLEASANT VALLEY D,1,58,5800749
480,,11.0,6,40.334755,-106.812305,Yampa River,A,LOWER PLEASANT VALLEY D,1,58,5800749
481,,11.0,6,40.334755,-106.812305,Yampa River,A,LOWER PLEASANT VALLEY D,1,58,5800749
482,,1.18,6,40.215841,-106.925011,Whipple Creek,A,LOWER WHIPPLE CR D,1,58,5800750
483,,1.0,6,40.664899,-106.954334,Dutch Creek,A,LOWER WINKLEMAN CREEK DITCH,1,58,5800751
484,,1.0,6,40.664899,-106.954334,Dutch Creek,A,LOWER WINKLEMAN CREEK DITCH,1,58,5800751
485,,5.0,6,40.1071,-106.92593,Yampa River,A,LUCAS SEEP WASTE D 2,1,58,5800752
486,,7.66,6,40.105142,-106.928256,Yampa River,A,LUCAS SEEP WASTE D 1,1,58,5800753
487,,1.0,6,40.70525,-106.829321,Reed Creek,A,LULA PARK DITCH,1,58,5800754
488,,4.2,6,40.384839,-106.852889,Oak Creek,A,LYON DITCH,1,58,5800755
489,,8.2,6,40.383806,-106.866726,Oak Creek,A,LYON DITCH 2,1,58,5800756
490,,,6,40.419902,-106.850503,Oak Creek,N,MAASDAM DITCH,1,58,5800758
491,,3.0,6,40.642159,-107.06172,Renfro Creek,A,MADDOX DITCH,1,58,5800759
492,,2.5,6,40.645164,-107.054351,Coleman Creek,A,MADDOX DITCH 2,1,58,5800760
493,,,6,40.506906,-106.85602,Woodchuck Creek,H,MAHAN DITCH,1,58,5800761
494,,31.14,6,40.105407,-106.952268,Bear River,A,MANDALL DITCH,1,58,5800763
495,,31.14,6,40.105407,-106.952268,Bear River,A,MANDALL DITCH,1,58,5800763
496,,31.14,6,40.105407,-106.952268,Bear River,A,MANDALL DITCH,1,58,5800763
497,,31.14,6,40.105407,-106.952268,Bear River,A,MANDALL DITCH,1,58,5800763
498,,31.14,6,40.105407,-106.952268,Bear River,A,MANDALL DITCH,1,58,5800763
499,,31.14,6,40.105407,-106.952268,Bear River,A,MANDALL DITCH,1,58,5800763
500,,31.14,6,40.105407,-106.952268,Bear River,A,MANDALL DITCH,1,58,5800763
501,,31.14,6,40.105407,-106.952268,Bear River,A,MANDALL DITCH,1,58,5800763
502,,2.66,6,40.295853,-106.873044,Martin Creek,A,MARTIN DITCH,1,58,5800764
503,,1.0,6,40.169166,-107.036142,Middle Hunt Creek,A,MAX HOFF DITCH,1,58,5800765
504,,2.83,6,40.606951,-107.012486,Georges Gulch,A,MAY DITCH,1,58,5800766
505,,6.0,6,40.147507,-107.008964,South Hunt Creek,A,MAYFLOWER DITCH,1,58,5800767
506,,6.0,6,40.147507,-107.008964,South Hunt Creek,A,MAYFLOWER DITCH,1,58,5800767
507,,0.66,6,40.536722,-106.87394,Bratton Creek,A,MCFADDEN DITCH,1,58,5800768
508,,,6,40.390237,-106.800279,McKinnis Creek,U,MCKINNIS STOCK WATER D,1,58,5800769
509,,1.0,6,40.203291,-106.929943,Meadowbrook Creek,A,MEADOW BROOK D 1,1,58,5800770
510,,0.0,6,40.203365,-106.929827,Meadowbrook Creek,A,MEADOW BROOK D 2,1,58,5800771
511,,1.7,6,40.204808,-106.92921,Meadowbrook Creek,A,MEADOW BROOK D 3,1,58,5800772
512,,3.635,6,40.529193,-106.819152,Soda Creek,A,METCALF DITCH 1,1,58,5800773
513,,3.635,6,40.529193,-106.819152,Soda Creek,A,METCALF DITCH 1,1,58,5800773
514,,3.635,6,40.529193,-106.819152,Soda Creek,A,METCALF DITCH 1,1,58,5800773
515,,3.635,6,40.529193,-106.819152,Soda Creek,A,METCALF DITCH 1,1,58,5800773
516,,3.635,6,40.529193,-106.819152,Soda Creek,A,METCALF DITCH 1,1,58,5800773
517,,3.635,6,40.529193,-106.819152,Soda Creek,A,METCALF DITCH 1,1,58,5800773
518,,3.635,6,40.529193,-106.819152,Soda Creek,A,METCALF DITCH 1,1,58,5800773
519,,3.635,6,40.529193,-106.819152,Soda Creek,A,METCALF DITCH 1,1,58,5800773
520,,,6,40.527041,-106.824843,Soda Creek,H,METCALF DITCH 2,1,58,5800774
521,,,6,40.258514,-106.853882,Middle Creek,H,MIDDLE CREEK DITCH,1,58,5800775
522,,2.66,6,40.492015,-106.899279,Milk Creek,A,MILK CREEK DITCH,1,58,5800776
523,,8.62,6,40.127644,-106.918107,Bear River,A,MILL DITCH 1,1,58,5800777
524,,8.62,6,40.127644,-106.918107,Bear River,A,MILL DITCH 1,1,58,5800777
525,,,6,40.467458,-106.829516,Yampa River,H,MILL DITCH 2,1,58,5800778
526,,1.5,6,40.623693,-107.077798,Miller Creek,A,MILLER DITCH,1,58,5800779
527,,0.66,6,40.099623,-107.008646,Moody Creek,A,MOHR DITCH,1,58,5800781
528,,5.0,6,40.103381,-106.99083,Moody Creek,A,MOODY DITCH,1,58,5800782
529,,23.66,6,40.525663,-106.939776,Elk River,A,MORIN DITCH,1,58,5800783
530,,23.66,6,40.525663,-106.939776,Elk River,A,MORIN DITCH,1,58,5800783
531,,23.66,6,40.525663,-106.939776,Elk River,A,MORIN DITCH,1,58,5800783
532,,23.66,6,40.525663,-106.939776,Elk River,A,MORIN DITCH,1,58,5800783
533,,23.66,6,40.525663,-106.939776,Elk River,A,MORIN DITCH,1,58,5800783
534,,23.66,6,40.525663,-106.939776,Elk River,A,MORIN DITCH,1,58,5800783
535,,23.66,6,40.525663,-106.939776,Elk River,A,MORIN DITCH,1,58,5800783
536,,4.16,6,40.801223,-107.001121,Floyd Creek,A,MORRIS TAYLOR D,1,58,5800784
537,,4.16,6,40.801223,-107.001121,Floyd Creek,A,MORRIS TAYLOR D,1,58,5800784
538,,1.17,6,40.283586,-106.809444,Morrison Creek,A,MORRISON CREEK DITCH 1,1,58,5800785
539,,1.33,6,40.284616,-106.81333,Morrison Creek,A,MORRISON CREEK DITCH 2,1,58,5800786
540,,1.5,6,40.239601,-106.833217,Curtis Gulch,A,MORRISON CREEK DITCH A,1,58,5800787
541,,1.0,6,40.240718,-106.822961,Little Morrison Creek,A,MORRISON CREEK DITCH B,1,58,5800788
542,,1.2,6,40.596186,-106.919939,Elk River,A,MOUNTAIN MEADOW DITCH,1,58,5800789
543,,3.0,6,40.179187,-106.763798,Clear Creek,A,MUDDY DITCH 2,1,58,5800790
544,,3.0,6,40.179187,-106.763798,Clear Creek,A,MUDDY DITCH 2,1,58,5800790
545,,6.7,6,40.168678,-106.758136,Muddy Creek,A,MUDDY DITCH 1,1,58,5800791
546,,6.7,6,40.168678,-106.758136,Muddy Creek,A,MUDDY DITCH 1,1,58,5800791
547,,1.0,6,40.542079,-106.813726,Gunn Creek,A,MURPHY DITCH 1,1,58,5800792
548,,1.0,6,40.542079,-106.813726,Gunn Creek,A,MURPHY DITCH 1,1,58,5800792
549,,1.0,6,40.542079,-106.813726,Gunn Creek,A,MURPHY DITCH 1,1,58,5800792
550,,1.0,6,40.542079,-106.813726,Gunn Creek,A,MURPHY DITCH 1,1,58,5800792
551,,1.0,6,40.542079,-106.813726,Gunn Creek,A,MURPHY DITCH 1,1,58,5800792
552,,1.0,6,40.542079,-106.813726,Gunn Creek,A,MURPHY DITCH 1,1,58,5800792
553,,1.0,6,40.542079,-106.813726,Gunn Creek,A,MURPHY DITCH 1,1,58,5800792
554,,1.0,6,40.542079,-106.813726,Gunn Creek,A,MURPHY DITCH 1,1,58,5800792
555,,1.5,6,40.727872,-106.945342,Cottonwood Gulch,A,MURPHY DITCH,1,58,5800793
556,,1.5,6,40.341106,-106.795028,Danvers Creek,A,NAY DITCH,1,58,5800794
557,,2.0,6,40.134901,-106.915623,Spring Brook,A,NESBITT DITCH,1,58,5800796
558,,10.0,6,40.644067,-106.813339,North Fork Mad Creek,A,NICHOLSON DITCH,1,58,5800797
559,,9.33,6,40.148941,-106.904947,Bear River,A,NICKELL DITCH,1,58,5800798
560,,9.33,6,40.148941,-106.904947,Bear River,A,NICKELL DITCH,1,58,5800798
561,,9.33,6,40.148941,-106.904947,Bear River,A,NICKELL DITCH,1,58,5800798
562,,9.33,6,40.148941,-106.904947,Bear River,A,NICKELL DITCH,1,58,5800798
563,,9.33,6,40.148941,-106.904947,Bear River,A,NICKELL DITCH,1,58,5800798
564,,8.0,6,40.543465,-106.97843,Trull Creek,A,NORTH & SOUTH DIST D,1,58,5800799
565,,2.66,6,40.669893,-106.967352,Dutch Creek,A,NORMAN DITCH,1,58,5800800
566,,9.19,6,40.20299,-106.98083,North Hunt Creek,A,NORTH HUNT CREEK DITCH,1,58,5800801
567,,9.19,6,40.20299,-106.98083,North Hunt Creek,A,NORTH HUNT CREEK DITCH,1,58,5800801
568,,9.19,6,40.20299,-106.98083,North Hunt Creek,A,NORTH HUNT CREEK DITCH,1,58,5800801
569,,9.19,6,40.20299,-106.98083,North Hunt Creek,A,NORTH HUNT CREEK DITCH,1,58,5800801
570,,9.19,6,40.20299,-106.98083,North Hunt Creek,A,NORTH HUNT CREEK DITCH,1,58,5800801
571,,9.19,6,40.20299,-106.98083,North Hunt Creek,A,NORTH HUNT CREEK DITCH,1,58,5800801
572,,9.19,6,40.20299,-106.98083,North Hunt Creek,A,NORTH HUNT CREEK DITCH,1,58,5800801
573,,0.34,6,40.109536,-106.864624,Todd Creek,A,NORTH SIDE ADAMS D,1,58,5800802
574,,1.5,6,40.355884,-106.906757,Oak Creek,A,NORTH SIDE DITCH,1,58,5800803
575,,2.0,6,40.56123,-106.875238,Hot Spring Creek,A,O NEAL DITCH,1,58,5800804
576,,2.0,6,40.56123,-106.875238,Hot Spring Creek,A,O NEAL DITCH,1,58,5800804
577,,2.0,6,40.56123,-106.875238,Hot Spring Creek,A,O NEAL DITCH,1,58,5800804
578,,11.5,6,40.262118,-106.97417,Oak Creek,A,OAK CREEK DITCH,1,58,5800805
579,,11.5,6,40.262118,-106.97417,Oak Creek,A,OAK CREEK DITCH,1,58,5800805
580,,11.5,6,40.262118,-106.97417,Oak Creek,A,OAK CREEK DITCH,1,58,5800805
581,,11.5,6,40.262118,-106.97417,Oak Creek,A,OAK CREEK DITCH,1,58,5800805
582,,8.03,6,40.259138,-106.985689,Oak Creek,A,OAK DALE DITCH,1,58,5800807
583,,16.58,6,40.214982,-106.932754,Yampa River,A,OAKTON DITCH,1,58,5800808
584,,16.58,6,40.214982,-106.932754,Yampa River,A,OAKTON DITCH,1,58,5800808
585,,16.58,6,40.214982,-106.932754,Yampa River,A,OAKTON DITCH,1,58,5800808
586,,16.58,6,40.214982,-106.932754,Yampa River,A,OAKTON DITCH,1,58,5800808
587,,5.9,6,40.248823,-106.931965,Yampa River,A,OLD CABIN DITCH,1,58,5800809
588,,5.9,6,40.248823,-106.931965,Yampa River,A,OLD CABIN DITCH,1,58,5800809
589,,5.9,6,40.248823,-106.931965,Yampa River,A,OLD CABIN DITCH,1,58,5800809
590,,5.9,6,40.248823,-106.931965,Yampa River,A,OLD CABIN DITCH,1,58,5800809
591,,5.9,6,40.248823,-106.931965,Yampa River,A,OLD CABIN DITCH,1,58,5800809
592,,1.82,6,40.628906,-107.015462,Day Creek,A,OLD DUCEY D,1,58,5800810
593,,1.82,6,40.628906,-107.015462,Day Creek,A,OLD DUCEY D,1,58,5800810
594,,5.0,6,40.807624,-107.001349,Larson Creek,A,OLIGARCHY DITCH,1,58,5800811
595,,1.5,6,40.209212,-106.963034,North Hunt Creek,A,OSBORNE D,1,58,5800812
596,,1.5,6,40.209212,-106.963034,North Hunt Creek,A,OSBORNE D,1,58,5800812
597,,6.0,6,40.203087,-106.966687,Hunt Creek,A,PALISADE DITCH,1,58,5800813
598,,6.0,6,40.203087,-106.966687,Hunt Creek,A,PALISADE DITCH,1,58,5800813
599,,,6,40.466189,-106.823136,Fish Creek,N,PARK CITY D 2 SELBE EXT,1,58,5800814
600,,4.0,6,40.466707,-106.826287,Fish Creek,A,PARK CITY MAIN LAT 1,1,58,5800815
601,,4.0,6,40.466707,-106.826287,Fish Creek,A,PARK CITY MAIN LAT 1,1,58,5800815
602,,4.0,6,40.466707,-106.826287,Fish Creek,A,PARK CITY MAIN LAT 1,1,58,5800815
603,,4.0,6,40.466707,-106.826287,Fish Creek,A,PARK CITY MAIN LAT 1,1,58,5800815
604,,,6,40.143913,-107.02136,Mill Creek,H,PASTORIUS DITCH 1,1,58,5800816
605,,2.7,6,40.144816,-107.012982,South Hunt Creek,A,PASTORIUS DITCH 2,1,58,5800817
606,,1.66,6,40.119068,-106.937556,Moore Park Creek,A,PAT LUCAS DITCH,1,58,5800819
607,,1.66,6,40.119068,-106.937556,Moore Park Creek,A,PAT LUCAS DITCH,1,58,5800819
608,,4.0,6,40.123258,-107.010937,Watson Creek,A,PATTON DITCH,1,58,5800820
609,,10.6,6,40.135289,-106.905223,Bear River,A,PENNSYLVANIA DITCH,1,58,5800821
610,,,6,40.516771,-106.835624,Soda Creek,H,PERRY DITCH,1,58,5800822
611,,1.0,6,40.704008,-106.902236,Greenville Creek,A,PETTIT DITCH,1,58,5800824
612,,0.25,6,40.262567,-106.957321,Oak Creek,A,PIONEER DITCH,1,58,5800825
613,,8.1,6,40.091069,-106.933208,Brinker Creek,A,PONY CREEK D,1,58,5800826
614,,8.1,6,40.091069,-106.933208,Brinker Creek,A,PONY CREEK D,1,58,5800826
615,,1.0,6,40.140742,-106.957399,Watson Creek,A,POWELL DITCH 1,1,58,5800827
616,,2.0,6,40.155289,-106.944738,Watson Creek,A,POWELL DITCH 2,1,58,5800828
617,,2.0,6,40.155289,-106.944738,Watson Creek,A,POWELL DITCH 2,1,58,5800828
618,,3.75,6,40.498089,-106.968553,Elk River,A,PRICE DITCH,1,58,5800829
619,,3.75,6,40.498089,-106.968553,Elk River,A,PRICE DITCH,1,58,5800829
620,,3.75,6,40.498089,-106.968553,Elk River,A,PRICE DITCH,1,58,5800829
621,,3.75,6,40.498089,-106.968553,Elk River,A,PRICE DITCH,1,58,5800829
622,,3.75,6,40.498089,-106.968553,Elk River,A,PRICE DITCH,1,58,5800829
623,,3.23,6,40.431365,-106.801741,Priest Creek,A,PRIEST DITCH,1,58,5800830
624,,3.23,6,40.431365,-106.801741,Priest Creek,A,PRIEST DITCH,1,58,5800830
625,,3.23,6,40.431365,-106.801741,Priest Creek,A,PRIEST DITCH,1,58,5800830
626,,,6,40.244295,-106.895827,Raspberry Creek,U,RASPBERRY CR DITCH,1,58,5800832
627,,1.0,6,40.708546,-106.830524,Reed Creek,A,REDDERT DITCH,1,58,5800833
628,,,6,40.640577,-107.053465,Renfro Creek,H,RENFRO DITCH,1,58,5800834
629,,3.5,6,40.800762,-107.00068,Floyd Creek,A,REYNOLDS HUMPHERY D,1,58,5800835
630,,3.5,6,40.800762,-107.00068,Floyd Creek,A,REYNOLDS HUMPHERY D,1,58,5800835
631,,,6,40.482805,-106.869077,Bruce Creek,H,REYNOLDS SUPPLY E & W D.,1,58,5800836
632,,1.0,6,40.66104,-106.854054,Rock Creek,A,ROCK CR DITCH,1,58,5800837
633,,0.66,6,40.182333,-106.971878,South Hunt Creek,A,ROCKHILL DITCH,1,58,5800838
634,,3.0,6,40.564375,-107.030191,Roe Branch,A,ROE DITCH,1,58,5800839
635,,0.2,6,40.54067,-106.879364,McFadden Creek,A,ROSA HANGS DITCH,1,58,5800840
636,,,6,40.796341,-106.983384,Floyd Creek,H,ROSE WHEELER D 2,1,58,5800841
637,,1.16,6,40.784036,-107.001126,Mill Creek,A,ROSE WHEELER D 3,1,58,5800842
638,,1.16,6,40.784036,-107.001126,Mill Creek,A,ROSE WHEELER D 3,1,58,5800842
639,,4.0,6,40.169966,-107.055142,Middle Hunt Creek,A,ROSSI IRRIGATING DITCH,1,58,5800843
640,,5.74,6,40.201185,-106.993595,North Hunt Creek,A,SAGE HEN DITCH,1,58,5800844
641,,,6,40.573515,-107.034484,Salt Creek,U,SALT CREEK DITCH,1,58,5800845
642,,,6,40.502401,-106.904741,Yampa River,H,SAMPSON DITCH,1,58,5800846
643,,,6,40.502401,-106.904741,Yampa River,H,SAMPSON DITCH,1,58,5800846
644,,8.62,6,40.705049,-106.964823,Sand Creek,A,SAND CREEK DITCH,1,58,5800847
645,,5.0,6,40.682257,-106.838679,Big Creek,A,SANDELIN DITCH,1,58,5800848
646,,12.5,6,40.590928,-106.899642,Big Creek,A,SANDELIN STORAGE AND POWER D,1,58,5800849
647,,5.56,6,40.365568,-106.800553,Yampa River,A,SANDHOFER DITCH,1,58,5800850
648,,5.56,6,40.365568,-106.800553,Yampa River,A,SANDHOFER DITCH,1,58,5800850
649,,2.0,6,40.10926,-106.914669,Brinker Creek,A,KAUFFMAN DITCH,1,58,5800851
650,,,6,40.269606,-106.71962,Sarvis Creek,H,SARVIS TIMBER CO FLUME,1,58,5800852
651,,1.4,6,40.491554,-106.819916,Butcherknife Creek,A,SCHAFFNIT DITCH,1,58,5800853
652,,,6,40.238528,-106.975083,Little White Snake Creek,H,SEATON DITCH,1,58,5800854
653,,0.15,6,40.429563,-106.800019,Pine Spring Gulch,A,SELBE DITCH,1,58,5800856
654,,3.0,6,40.665427,-107.055647,Day Creek,A,SEMOTAN DITCH,1,58,5800857
655,,3.0,6,40.665427,-107.055647,Day Creek,A,SEMOTAN DITCH,1,58,5800857
656,,,6,40.226794,-106.781122,Morrison Creek,H,SILVER VIEW D,1,58,5800859
657,,0.033,6,40.524332,-106.823542,Soda Creek,A,GLEASON SODA CR TRANS,1,58,5800860
658,,2.33,6,40.698277,-106.8996,Greenville Creek,A,SIMPSON DITCH,1,58,5800861
659,,12.0,6,40.174281,-107.029624,Middle Hunt Creek,A,SIMON DITCH,1,58,5800863
660,,4.0,6,40.629116,-107.005975,Deep Creek,A,SMITH DITCH,1,58,5800864
661,,3.5,6,40.638836,-107.015264,Smith Creek,A,SMITH DITCH,1,58,5800865
662,,8.0,6,40.175025,-106.983023,South Hunt Creek,A,SNOW BANK DITCH,1,58,5800866
663,,3.0,6,40.139223,-106.895473,Phillips Creek,A,SOUTH SIDE DITCH,1,58,5800867
664,,3.0,6,40.139223,-106.895473,Phillips Creek,A,SOUTH SIDE DITCH,1,58,5800867
665,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
666,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
667,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
668,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
669,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
670,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
671,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
672,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
673,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
674,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
675,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
676,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
677,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
678,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
679,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
680,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
681,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
682,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
683,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
684,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
685,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
686,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
687,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
688,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
689,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
690,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
691,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
692,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
693,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
694,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
695,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
696,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
697,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
698,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
699,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
700,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
701,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
702,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
703,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
704,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
705,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
706,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
707,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
708,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
709,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
710,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
711,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
712,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
713,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
714,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
715,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
716,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
717,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
718,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
719,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
720,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
721,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
722,,23.967,6,40.532336,-106.812366,Soda Creek,A,SODA CREEK DITCH,1,58,5800868
723,,,6,40.586471,-107.050651,Salt Creek,H,SONGER DITCH,1,58,5800869
724,,0.34,6,40.10656,-106.867582,Todd Creek,A,SOUTH SIDE ADAMS D,1,58,5800871
725,,5.98,6,40.254241,-106.923606,Yampa River,A,SOUTH SIDE DITCH,1,58,5800872
726,,5.98,6,40.254241,-106.923606,Yampa River,A,SOUTH SIDE DITCH,1,58,5800872
727,,5.98,6,40.254241,-106.923606,Yampa River,A,SOUTH SIDE DITCH,1,58,5800872
728,,1.6,6,40.218589,-106.940648,Yampa River,A,SPECKLED TROUT DITCH,1,58,5800873
729,,1.6,6,40.218589,-106.940648,Yampa River,A,SPECKLED TROUT DITCH,1,58,5800873
730,,0.0195,6,40.466582,-106.784707,Burgess Creek,A,SPIRES DITCH 1,1,58,5800874
731,,1.5,6,40.166188,-106.918323,Watson Creek,A,SPRING BRANCH D,1,58,5800875
