Name,SubRegion,UseRegion,Region,MinRelease,MaxRelease,MinVolume,MaxVolume,BaseVolume,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Dist58,True,False,Div6,8.645,1039.52,593.7042358,1604.39194,1249.582788,0.802783358,0.890256601,0.966329373,1.018161777,1.050980898,1,0.791311754,0.695114067,0.778315139,0.825068521,0.95968804,1.026770118
Div6,False,False,Div6,2.294451754,343.0090132,124.2193349,584.252676,384.7911088,0.77343552,0.844294308,0.980003124,1.0606211,1.07150954,1,0.855966081,0.804920746,0.807760352,0.776234736,0.80223705,0.814852459
